centroids,0.04336692314831022,1.1965382993221283,3.3629067625318254,6.656138147626605,15.08805422782898,29.494842529296875,43.90909090909091,56.09739398956299
relative_times,0,0.1941690444946289,1.0062298774719238,0.22527408599853516,1.0071139335632324,0.2090921401977539,1.0075759887695312,0.4736189842224121,1.0084500312805176,0.19155001640319824,1.0097558498382568,0.38329505920410156,0.001856088638305664,0.36565184593200684,0.0005121231079101562,0.2441868782043457,0.0002319812774658203,0.0003402233123779297,2.09808349609375e-05,0.23896098136901855,0.00039196014404296875,3.790855407714844e-05,1.811981201171875e-05,0.00024390220642089844,0.000698089599609375,0.2375659942626953,0.0008509159088134766,0.0056879520416259766
quantized_values,a,a,b,a,b,a,b,a,b,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
