centroids,0.04336692314831022,1.1965382993221283,3.3629067625318254,6.656138147626605,15.08805422782898,29.494842529296875,43.90909090909091,56.09739398956299
relative_times,0,0.535607099533081,0.20354890823364258,1.2647929191589355,2.0084681510925293,0.254148006439209,1.0405869483947754,0.7079010009765625,0.7471868991851807,0.2036571502685547,1.0535709857940674,1.2448160648345947,0.7548408508300781,0.47432994842529297,1.0404410362243652,0.4872159957885742,0.9677460193634033,0.20369815826416016,0.8214998245239258,1.996185064315796,0.7098979949951172,1.0405991077423096,0.25029683113098145,1.2045471668243408,0.20369291305541992,0.5994150638580322,2.0037059783935547,0.9242720603942871,1.0407397747039795,0.03920912742614746,1.4159479141235352,0.20352411270141602,0.38727807998657227,2.002408981323242,1.1376099586486816,0.8632140159606934,0.17705392837524414,1.4556610584259033,0.20328092575073242,0.17096996307373047,1.4408841133117676,0.570396900177002,0.46935415267944336,0.8757448196411133,0.6628761291503906,0.37771081924438477,1.4551801681518555,0.177016019821167,0.026384830474853516,1.9826850891113281,1.5450890064239502,0.45980000495910645,0.5808560848236084,1.4226570129394531,0.03226184844970703,0.20361900329589844,1.7667779922485352,1.7606301307678223,0.24106597900390625,0.7994480133056641,1.1941449642181396,0.2607290744781494,0.20384883880615234,1.5317809581756592,1.9956891536712646,0.00479888916015625,1.0350971221923828,0.9653048515319824,0.49025917053222656,0.20385479927062988,1.3031501770019531,2.0032310485839844,0.2209479808807373,1.0400547981262207,0.7486650943756104,0.7066910266876221,0.20363903045654297,1.0891659259796143,1.9984149932861328,0.4397621154785156,1.0402958393096924,0.5182251930236816,0.9370617866516113,0.20393109321594238,0.8635659217834473,1.4348740577697754,0.5740001201629639,0.6548519134521484,1.0399339199066162,0.31016111373901367,1.1455490589141846,0.20372986793518066,0.6513910293579102,1.6523869037628174,0.34978604316711426,0.873798131942749,1.0399248600006104,0.08526015281677246,1.3701188564300537,0.20382213592529297,0.4292638301849365,1.869744062423706,0.13504910469055176,1.093189001083374,0.9139878749847412,0.12602710723876953,1.4556598663330078,0.20400214195251465,0.2216358184814453
quantized_values,a,a,a,b,b,a,b,b,b,a,b,b,b,a,b,a,b,a,b,b,b,b,a,b,a,a,b,b,b,a,b,a,a,b,b,b,a,b,a,a,b,a,a,b,b,a,b,a,a,b,b,a,a,b,a,a,b,b,a,b,b,a,a,b,b,a,b,b,a,a,b,b,a,b,b,b,a,b,b,a,b,a,b,a,b,b,a,b,b,a,b,a,b,b,a,b,b,a,b,a,a,b,a,b,b,a,b,a,a
