centroids,0.04336692314831022,1.1965382993221283,3.3629067625318254,6.656138147626605,15.08805422782898,29.494842529296875,43.90909090909091,56.09739398956299
relative_times,0,1.18569016456604,3.2189629077911377,0.6210269927978516,0.0004990100860595703,2.158374071121216,0.945296049118042,2.9524028301239014,15.73710012435913,3.7695388793945312,1.384674072265625,3.868345022201538,1.2828710079193115,3.797769069671631,1.8435969352722168,3.826874017715454,0.9033899307250977,8.734637022018433,0.4562079906463623,4.554647922515869,3.536195993423462,0.009618043899536133,1.7596571445465088,0.026605844497680664,3.810884952545166,1.0209331512451172,4.016861915588379,56.09739398956299
quantized_values,a,b,c,b,a,b,b,c,e,c,b,c,b,c,b,c,b,d,a,c,c,a,b,a,c,b,c,h
