centroids,0.04336692314831022,1.1965382993221283,3.3629067625318254,6.656138147626605,15.08805422782898,29.494842529296875,43.90909090909091,56.09739398956299
relative_times,0,2.012392997741699,0.2079939842224121,0.0018529891967773438,3.003542900085449,6.00604510307312,14.699331998825073,3.0062170028686523,6.005878925323486,14.524717092514038,3.0092999935150146,6.0059168338775635,14.525460004806519,0.20413899421691895,0.00067901611328125,3.0065340995788574,6.005846977233887
quantized_values,a,b,a,a,c,d,e,c,d,e,c,d,e,a,a,c,d
