centroids,0.04336692314831022,1.1965382993221283,3.3629067625318254,6.656138147626605,15.08805422782898,29.494842529296875,43.90909090909091,56.09739398956299
relative_times,0,0.2253859043121338,1.0069398880004883,1.013174057006836,0.9749720096588135,0.07717013359069824,0.00029397010803222656,0.9297778606414795,0.22412109375,1.008052110671997,0.35271692276000977,3.2976319789886475,0.24544000625610352,1.002539873123169,0.37691307067871094,0.0007140636444091797,0.4770190715789795,0.00044798851013183594,0.2511420249938965,0.00021386146545410156,0.00011897087097167969,0.00012803077697753906,0.2508389949798584,0.0004680156707763672,0.001756906509399414,3.0994415283203125e-05,0.00013017654418945312,0.0001049041748046875
quantized_values,a,a,b,b,b,a,a,b,a,b,a,c,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a
