centroids,0.0035564947819364244,0.036941947760405366,0.09901548059363115,0.15935024619102478,0.22817026485096326,0.49163854122161865,1.0474469661712646,7.878273010253906
relative_times,0,0.16640019416809082,0.0002498626708984375,0.004246950149536133,0.16515111923217773,0.002249002456665039,9.5367431640625e-07,0.06096291542053223,0.20312809944152832,0.21412110328674316,0.0002498626708984375,0.16440105438232422,0.0002498626708984375,0.11918020248413086,0.1696469783782959,0.07245683670043945,0.0002491474151611328,0.16465306282043457,0.0012478828430175781,7.878273010253906,0.0004999637603759766,0.002499103546142578,0.16465091705322266
quantized_values,a,d,a,a,d,a,a,b,e,e,a,d,a,c,d,c,a,d,a,h,a,a,d
